prod_0_hyd_00	75.0	None	None
prod_0_thf1	865.0	0.0	1000
prod_0_thf2	0.0	0.0	550
prod_0_thf3	0.0	0.0	200
prod_1_hyd_00	75.0	None	None
prod_1_thf1	1000.0	0.0	1000
prod_1_thf2	375.0	0.0	550
prod_1_thf3	0.0	0.0	200
prod_2_hyd_00	-75.0	None	None
prod_2_thf1	0.0	0.0	0
prod_2_thf2	0.0	0.0	550
prod_2_thf3	0.0	0.0	200
prod_3_hyd_00	75.0	None	None
prod_3_thf1	665.0	0.0	1000
prod_3_thf2	0.0	0.0	550
prod_3_thf3	0.0	0.0	200
prod_pompe_0_hyd_00	0.0	-75.0	0.0
prod_pompe_1_hyd_00	0.0	-75.0	0.0
prod_pompe_2_hyd_00	-75.0	-75.0	0.0
prod_pompe_3_hyd_00	0.0	-75.0	0.0
prod_turbine_0_hyd_00	75.0	0.0	75.0
prod_turbine_1_hyd_00	75.0	0.0	75.0
prod_turbine_2_hyd_00	0.0	0.0	75.0
prod_turbine_3_hyd_00	75.0	0.0	75.0
reservoir_0_0	900000.0	0.0	1440000.0
reservoir_1_0	360000.0	0.0	1440000.0
reservoir_2_0	720000.0	0.0	1440000.0
reservoir_3_0	180000.0	0.0	1440000.0
